label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.38461538461538464,0.37037037037037035,0.3773584905660377,0.9146411658512336,0.7812653645018549,0.8427085467716079,10,16,17
phone_number,0.42105263157894735,0.24242424242424243,0.3076923076923077,0.8315467075038285,0.4655615890254358,0.5969219494320264,8,11,25
organisation,0.14285714285714285,0.25,0.18181818181818182,0.3805175368197297,0.7107320828100312,0.4956629842059164,2,12,6
plate,0.5384615384615384,0.4666666666666667,0.5,0.6756756756756757,0.5813953488372092,0.6249999999999999,7,6,8
country,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20
name,0.0,0.0,0.0,0.2522181666848323,1.0,0.40283422393170326,0,53,12
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15
date,0.6296296296296297,0.8947368421052632,0.7391304347826088,0.7321428571428571,0.9503311258278145,0.8270893371757926,17,10,2
salutation,0.8333333333333334,0.37037037037037035,0.5128205128205128,1.0,0.4444444444444444,0.6153846153846153,10,2,17
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11
id,0.0,0.0,0.0,0.32075471698113206,0.19101123595505617,0.23943661971830987,0,6,10
