label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.25925925925925924,0.28,0.2692307692307692,0.6700470421227539,0.6435061955437545,0.6565084848448742,7,20,18
plate,0.4375,0.4117647058823529,0.42424242424242425,0.5280898876404495,0.4947368421052632,0.5108695652173914,7,9,10
phone_number,0.10526315789473684,0.2857142857142857,0.15384615384615385,0.1859891465219536,0.5332390381895332,0.2757863935625457,2,17,5
name,0.025,0.1111111111111111,0.04081632653061225,0.0847457627118644,0.39999999999999997,0.13986013986013984,1,39,8
organisation,0.043478260869565216,0.5,0.08,0.08430232558139535,1.0,0.1554959785522788,1,22,1
date,0.0625,0.5,0.1111111111111111,0.11949685534591194,1.0,0.21348314606741572,1,15,1
id,0.2631578947368421,0.3333333333333333,0.29411764705882354,0.464922711058264,0.5538243626062324,0.5054945054945055,5,14,10
country,1.0,0.19047619047619047,0.32,1.0,0.19047619047619047,0.32,4,0,17
salutation,0.9,0.47368421052631576,0.6206896551724138,1.0,0.5,0.6666666666666666,9,1,10
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
