label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.0,0.0,0.0,0.24005225003628475,1.0,0.3871647344364089,0,53,12
id,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.7894736842105263,1.0,0.8823529411764706,15,4,3
organisation,0.03571428571428571,0.125,0.05555555555555556,0.2645475288056962,0.8662158873811139,0.40531072926230727,1,27,7
email,0.7142857142857143,0.5714285714285714,0.634920634920635,0.8924712290257402,0.9256492027334852,0.908757491725557,20,8,15
salutation,0.9117647058823529,1.0,0.9538461538461539,0.9117647058823529,1.0,0.9538461538461539,31,3,0
relationship,0.09090909090909091,0.041666666666666664,0.05714285714285715,0.852894951907965,0.3084320367381272,0.45303369285738143,1,10,23
plate,0.5185185185185185,0.6086956521739131,0.5599999999999999,0.8811881188118812,1.0,0.9368421052631579,14,13,9
phone_number,0.21428571428571427,0.14285714285714285,0.17142857142857143,0.9623574144486692,0.699171270718232,0.8099200000000001,6,22,36
date,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,1.0,1.0,24,20,20
country,0.35135135135135137,0.23214285714285715,0.27956989247311825,1.0,0.6771300448430493,0.8074866310160428,13,24,43
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
