label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.35294117647058826,0.2222222222222222,0.27272727272727276,1.0,0.5741034963992272,0.7294355138813846,6,11,21
phone_number,0.4,0.30303030303030304,0.3448275862068965,0.9075516186804428,0.6625462903221879,0.7659330730713263,10,15,23
organisation,0.18181818181818182,0.5,0.26666666666666666,0.2723492723492723,0.8488120950323974,0.41238195173137454,4,18,4
plate,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15
country,0.14285714285714285,0.05,0.07407407407407408,0.14285714285714285,0.05,0.07407407407407408,1,6,19
name,0.0,0.0,0.0,0.1643503821729529,0.7697685116775723,0.270868622638433,0,44,12
airport_code,0.0,0.0,0.0,1.0,0.02325581395348837,0.04545454545454544,0,1,15
date,0.7333333333333333,0.5789473684210527,0.6470588235294117,0.9286846275752774,0.7225647348951911,0.8127600554785022,11,4,8
salutation,0.7333333333333333,0.4074074074074074,0.5238095238095238,0.8666666666666667,0.48148148148148145,0.6190476190476191,11,4,16
relationship,0.16666666666666666,0.09090909090909091,0.11764705882352942,0.3333333333333333,0.18181818181818182,0.23529411764705885,1,5,10
id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10
