label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.84375,0.84375,0.84375,0.90625,1.0,0.9508196721311475,27,5,5
name,0.0967741935483871,0.17647058823529413,0.125,0.2835820895522388,0.8530612244897959,0.4256619144602851,6,56,28
organisation,0.525,0.6,0.56,0.8432502305671402,1.0,0.9149601248742932,21,19,14
date,0.7608695652173914,0.7777777777777778,0.7692307692307693,1.0,1.0,1.0,35,11,10
relationship,0.9545454545454546,0.4666666666666667,0.6268656716417911,0.9545454545454546,0.5,0.65625,21,1,24
salutation,0.25,0.045454545454545456,0.07692307692307693,0.25,0.05263157894736842,0.08695652173913043,1,3,21
phone_number,0.13333333333333333,0.06451612903225806,0.08695652173913043,1.0,0.8795235704832747,0.9359005487301509,2,13,29
id,0.7,0.3888888888888889,0.5,0.7,1.0,0.8235294117647058,7,3,11
country,0.8333333333333334,0.12195121951219512,0.21276595744680848,1.0,0.13223140495867766,0.2335766423357664,5,1,36
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
plate,0.41935483870967744,0.5909090909090909,0.4905660377358491,0.621414913957935,1.0,0.7665094339622642,13,18,9
