label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.7241379310344828,0.7777777777777778,0.75,0.9258605472197705,0.8332009531374106,0.8770903010033445,21,8,6
salutation,0.8260869565217391,0.7307692307692307,0.7755102040816326,0.9111111111111111,0.803921568627451,0.8541666666666666,19,4,7
name,0.35714285714285715,0.42857142857142855,0.38961038961038963,0.8456016103660063,0.9163425146755402,0.8795519619990235,15,27,20
organisation,0.5348837209302325,0.5897435897435898,0.5609756097560975,0.9522570926243651,0.9088652243989503,0.930055320122942,23,20,16
phone_number,0.6,0.36363636363636365,0.4528301886792453,1.0,0.5702901383092631,0.7263500220708212,12,8,21
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
country,0.75,0.11538461538461539,0.19999999999999998,1.0,0.15384615384615385,0.2666666666666667,3,1,23
id,0.4,0.42857142857142855,0.4137931034482759,0.46308724832214765,0.49640287769784175,0.4791666666666667,6,9,8
relationship,0.8181818181818182,0.5,0.6206896551724137,0.900990099009901,0.5027624309392265,0.6453900709219857,9,2,9
date,0.782608695652174,0.9,0.8372093023255814,0.8260869565217391,0.95,0.8837209302325583,18,5,2
plate,0.3125,0.5555555555555556,0.39999999999999997,0.375,0.6666666666666666,0.4800000000000001,5,11,4
