label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.36363636363636365,0.16,0.2222222222222222,0.695497328923938,0.28727540191236733,0.40660321237358715,4,7,21
phone_number,0.03125,0.14285714285714285,0.05128205128205128,0.150467012112611,0.8215894755811858,0.2543517072082125,1,31,6
organisation,0.03125,0.5,0.058823529411764705,0.060542797494780795,1.0,0.1141732283464567,1,31,1
plate,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17
name,0.0,0.0,0.0,0.11633986928104575,0.461139896373057,0.18580375782881003,0,31,9
id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15
salutation,0.5882352941176471,0.5263157894736842,0.5555555555555555,0.64,0.5714285714285715,0.6037735849056605,10,7,9
country,0.5,0.42857142857142855,0.4615384615384615,0.5514018691588785,0.472,0.5086206896551724,9,9,12
airport_code,0.0,0.0,0.0,1.0,0.039999999999999994,0.07692307692307691,0,2,18
date,0.09090909090909091,0.5,0.15384615384615385,0.09090909090909091,0.5,0.15384615384615385,1,10,1
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
