label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.0,0.0,0.0,0.2667072069581882,1.0,0.42110316495103317,0,54,22
email,0.6666666666666666,0.3,0.41379310344827586,0.8826291079812206,0.4292237442922374,0.5775729646697388,6,3,14
organisation,0.3548387096774194,0.6875,0.4680851063829787,0.41714285714285715,1.0,0.5887096774193548,11,20,5
date,0.3333333333333333,0.7777777777777778,0.4666666666666666,0.8968790920995199,1.0,0.9456365414485417,14,28,4
plate,0.3076923076923077,0.25,0.27586206896551724,0.36283185840707965,0.47674418604651164,0.4120603015075377,4,9,12
country,0.6363636363636364,0.20588235294117646,0.3111111111111111,0.8095238095238095,0.288135593220339,0.42500000000000004,7,4,27
phone_number,0.25,0.4375,0.3181818181818182,1.0,1.0,1.0,7,21,9
relationship,0.0,0.0,0.0,0.4666666666666667,0.2,0.27999999999999997,0,5,12
salutation,0.88,0.88,0.88,0.88,1.0,0.9361702127659575,22,3,3
id,0.2857142857142857,0.2222222222222222,0.25,0.3525179856115108,1.0,0.5212765957446809,4,10,14
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
