label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.0,0.0,0.0,0.24392764857881136,0.466864490603363,0.32043448744059744,0,31,12
organisation,0.23529411764705882,0.5,0.31999999999999995,0.3601426307448495,1.0,0.5295659772793476,4,13,4
email,0.68,0.4857142857142857,0.5666666666666667,0.8790240596407998,0.9159604519774012,0.8971122254885008,17,8,18
country,0.35135135135135137,0.23214285714285715,0.27956989247311825,0.5135135135135135,0.37254901960784315,0.4318181818181818,13,24,43
relationship,0.375,0.125,0.1875,0.5537190082644629,0.2528301886792453,0.34715025906735747,3,5,21
phone_number,0.3,0.14285714285714285,0.19354838709677416,0.7917433605048647,0.4087145378037193,0.5391226499552372,6,14,36
date,0.425531914893617,0.45454545454545453,0.43956043956043955,1.0,1.0,1.0,20,27,24
salutation,0.0,0.0,0.0,0.0,0.0,0.0,0,3,31
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
plate,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23
