text_id,precision,recall,f1,partial_precision,partial_recall,partial_f1
0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.8
1,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,0.75,0.8571428571428571,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0,0.6666666666666666,0.8,1.0,0.8888888888888888,0.9411764705882353
5,1.0,1.0,1.0,1.0,1.0,1.0
6,0.8,0.6666666666666666,0.7272727272727272,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0
11,0.8,0.8,0.8000000000000002,1.0,1.0,1.0
12,0.4,0.5,0.4444444444444445,1.0,1.0,1.0
13,0.5,0.5,0.5,1.0,1.0,1.0
14,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9761904761904763,0.9761904761904762,0.9761904761904762
15,1.0,1.0,1.0,1.0,1.0,1.0
16,0.75,0.75,0.75,1.0,1.0,1.0
17,0.6,0.6,0.6,0.95,0.95,0.9500000000000001
18,1.0,1.0,1.0,1.0,1.0,1.0
19,1.0,1.0,1.0,1.0,1.0,1.0
20,0.0,0.0,0.0,1.0,1.0,1.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.4583333333333333,0.6583333333333333,0.5404228855721392
23,0.0,0.0,0.0,0.5,0.7595959595959596,0.603047313552526
24,0.0,0.0,0.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0,1.0,1.0
26,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,0.9583333333333334,0.9787234042553191
27,0.0,0.0,0.0,1.0,1.0,1.0
28,0.5,0.3333333333333333,0.4,1.0,0.9696969696969697,0.9846153846153847
29,0.75,0.42857142857142855,0.5454545454545454,1.0,0.9304267161410019,0.963959634790966
30,1.0,1.0,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0,1.0,1.0
32,1.0,1.0,1.0,1.0,1.0,1.0
33,1.0,1.0,1.0,1.0,1.0,1.0
34,1.0,1.0,1.0,1.0,1.0,1.0
35,0.5,0.5,0.5,0.5,0.5,0.5
36,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
37,0.75,0.75,0.75,0.75,0.84375,0.7941176470588235
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.8730158730158729
40,1.0,1.0,1.0,1.0,1.0,1.0
41,0.8,0.8,0.8000000000000002,0.9875,0.9875,0.9875
42,1.0,0.8,0.888888888888889,1.0,0.9333333333333332,0.9655172413793104
43,1.0,1.0,1.0,1.0,1.0,1.0
44,1.0,1.0,1.0,1.0,1.0,1.0
45,1.0,1.0,1.0,1.0,1.0,1.0
46,1.0,1.0,1.0,1.0,1.0,1.0
47,1.0,1.0,1.0,1.0,1.0,1.0
48,1.0,1.0,1.0,1.0,1.0,1.0
49,1.0,1.0,1.0,1.0,1.0,1.0
50,0.0,0.0,0.0,0.95,0.9666666666666667,0.9582608695652175
51,0.0,0.0,0.0,0.9280303030303031,0.9280303030303031,0.9280303030303031
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
54,0.0,0.0,0.0,0.9583333333333333,0.9722222222222222,0.9652278177458034
55,0.0,0.0,0.0,0.2222222222222222,0.7394179894179894,0.34173926333486165
56,0.0,0.0,0.0,1.0,0.9166666666666667,0.9565217391304348
57,1.0,0.5,0.6666666666666666,1.0,0.8888888888888888,0.9411764705882353
58,0.0,0.0,0.0,0.8888888888888888,0.7724867724867724,0.8266100495399857
59,1.0,0.25,0.4,1.0,0.6388888888888888,0.7796610169491525
60,1.0,0.42857142857142855,0.6,1.0,0.47619047619047616,0.6451612903225806
61,0.75,0.75,0.75,1.0,1.0,1.0
62,1.0,1.0,1.0,1.0,1.0,1.0
63,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888
64,0.4,0.4,0.4000000000000001,0.9333333333333332,0.9333333333333332,0.9333333333333332
65,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
66,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
67,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.3333333333333333,0.25,0.28571428571428575,0.611111111111111,0.5416666666666666,0.5742971887550201
70,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5,0.3333333333333333,0.4,0.5,0.7777777777777777,0.608695652173913
76,0.5,0.5,0.5,0.5,0.7777777777777778,0.6086956521739131
77,0.5,0.3333333333333333,0.4,0.5,0.7592592592592592,0.6029411764705883
78,0.5,0.25,0.3333333333333333,0.5,0.675,0.574468085106383
79,0.5,0.16666666666666666,0.25,0.5,0.7555555555555555,0.6017699115044248
80,0.0,0.0,0.0,0.2777777777777778,0.1746031746031746,0.21442495126705652
81,0.0,0.0,0.0,0.2857142857142857,0.21428571428571427,0.24489795918367344
82,0.5,0.25,0.3333333333333333,0.5,0.46875,0.4838709677419355
83,0.25,0.2,0.22222222222222224,0.40625,0.6,0.48447204968944096
84,0.2,0.25,0.22222222222222224,0.375,0.4419642857142857,0.4057377049180328
85,0.2,0.25,0.22222222222222224,0.2,0.7916666666666666,0.31932773109243695
86,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0
