label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.8387096774193549,0.8125,0.8253968253968254,0.9032258064516129,1.0,0.9491525423728813,26,5,6
name,0.38095238095238093,0.23529411764705882,0.29090909090909084,0.8087649402390438,0.8493723849372384,0.8285714285714284,8,13,26
date,0.7446808510638298,0.7777777777777778,0.7608695652173912,0.978544061302682,1.0,0.989155693261038,35,12,10
relationship,0.975,0.8666666666666667,0.9176470588235294,0.975,0.9285714285714286,0.951219512195122,39,1,6
salutation,0.2,0.045454545454545456,0.07407407407407407,0.2,0.05263157894736842,0.08333333333333333,1,4,21
organisation,0.825,0.9428571428571428,0.88,0.8497652582159625,1.0,0.9187817258883249,33,7,2
phone_number,0.26666666666666666,0.12903225806451613,0.17391304347826086,1.0,0.8778889591267209,0.9349743017126717,4,11,27
id,0.29411764705882354,0.2777777777777778,0.28571428571428575,0.29411764705882354,1.0,0.45454545454545453,5,12,13
plate,0.23076923076923078,0.13636363636363635,0.1714285714285714,0.48395904436860065,0.38469886055344543,0.42865779927448605,3,10,19
country,0.6333333333333333,0.4634146341463415,0.5352112676056339,1.0,0.7511520737327189,0.8578947368421053,19,11,22
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
