label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.21212121212121213,0.28,0.2413793103448276,0.7049379178241555,0.7544036778193779,0.7288324535234855,7,26,18
phone_number,0.04,0.14285714285714285,0.0625,0.1842116105640476,0.6930708417299644,0.2910617798320422,1,24,6
organisation,0.043478260869565216,0.5,0.08,0.043478260869565216,0.5,0.08,1,22,1
plate,0.45,0.5294117647058824,0.48648648648648646,0.5932203389830509,0.625,0.6086956521739131,9,11,8
name,0.04,0.2222222222222222,0.06779661016949154,0.08629441624365482,0.5151515151515151,0.14782608695652172,2,48,7
id,0.2857142857142857,0.26666666666666666,0.2758620689655172,0.64,0.5263157894736842,0.5776173285198556,4,10,11
country,0.75,0.14285714285714285,0.24,1.0,0.15702479338842973,0.2714285714285714,3,1,18
salutation,1.0,0.47368421052631576,0.6428571428571429,1.0,0.47368421052631576,0.6428571428571429,9,0,10
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
date,0.08333333333333333,0.5,0.14285714285714285,0.08333333333333333,0.5,0.14285714285714285,1,11,1
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
