label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.8076923076923077,0.7777777777777778,0.7924528301886792,0.884393063583815,0.8515769944341373,0.8676748582230623,21,5,6
salutation,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.9230769230769231,0.9230769230769231,0.9230769230769231,21,5,5
name,0.45161290322580644,0.4,0.4242424242424243,0.9333404982370452,0.8000184243209917,0.8615521979171272,14,17,21
organisation,0.6764705882352942,0.5897435897435898,0.6301369863013699,1.0,0.8716012084592145,0.9313962873284908,23,11,16
phone_number,0.6666666666666666,0.36363636363636365,0.4705882352941177,1.0,0.5338565022421524,0.6960970618330653,12,6,21
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
country,1.0,0.15384615384615385,0.2666666666666667,1.0,0.15384615384615385,0.2666666666666667,4,0,22
plate,0.2,0.3333333333333333,0.25,0.24786324786324787,0.42028985507246375,0.3118279569892473,3,12,6
id,0.5,0.5714285714285714,0.5333333333333333,0.559748427672956,0.6402877697841727,0.5973154362416108,8,8,6
relationship,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,9,0,9
date,0.9047619047619048,0.95,0.9268292682926829,0.9523809523809523,1.0,0.975609756097561,19,2,1
