label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.029850746268656716,0.09090909090909091,0.0449438202247191,0.24093850443311512,1.0,0.3883165903425336,2,65,20
email,0.47058823529411764,0.4,0.4324324324324324,0.9358507627447066,0.8794356373909541,0.9067665708019356,8,9,12
organisation,0.2857142857142857,0.625,0.392156862745098,0.3658457811869197,1.0,0.5357058406242611,10,25,6
date,0.22857142857142856,0.4444444444444444,0.3018867924528302,0.8409693297993184,0.9548581255374032,0.8943023958123615,8,27,10
country,0.0,0.0,0.0,0.0,0.0,0.0,0,1,34
salutation,0.9166666666666666,0.88,0.8979591836734694,0.9166666666666666,1.0,0.9565217391304348,22,2,3
relationship,0.125,0.08333333333333333,0.1,0.4074074074074074,0.28205128205128205,0.33333333333333337,1,7,11
id,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.5669291338582677,1.0,0.7236180904522613,10,16,8
phone_number,0.3333333333333333,0.5,0.4,1.0,1.0,1.0,8,16,8
plate,0.6666666666666666,0.375,0.4800000000000001,0.7662337662337663,0.5221238938053098,0.6210526315789474,6,3,10
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
