label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.75,0.7777777777777778,0.7636363636363638,0.8211091234347049,0.8515769944341373,0.8360655737704918,21,7,6
salutation,0.8,0.7692307692307693,0.7843137254901961,0.92,0.8846153846153846,0.9019607843137256,20,5,6
name,0.37037037037037035,0.2857142857142857,0.3225806451612903,0.9236735159851202,0.7076299053488734,0.8013457142820392,10,17,25
organisation,0.6285714285714286,0.5641025641025641,0.5945945945945945,0.9713804713804713,0.8716012084592145,0.9187898089171974,22,13,17
phone_number,0.6666666666666666,0.36363636363636365,0.4705882352941177,1.0,0.5338565022421524,0.6960970618330653,12,6,21
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
country,1.0,0.15384615384615385,0.2666666666666667,1.0,0.15384615384615385,0.2666666666666667,4,0,22
plate,0.13333333333333333,0.2222222222222222,0.16666666666666669,0.24786324786324787,0.42028985507246375,0.3118279569892473,2,13,7
id,0.4375,0.5,0.4666666666666667,0.5566502463054187,0.637389202256245,0.594290007513148,7,9,7
relationship,1.0,0.7222222222222222,0.8387096774193548,1.0,0.7222222222222222,0.8387096774193548,13,0,5
date,0.95,0.95,0.9500000000000001,1.0,1.0,1.0,19,1,1
