label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.36363636363636365,0.2,0.25806451612903225,0.7137404580152672,0.48320413436692505,0.576271186440678,4,7,16
name,0.020833333333333332,0.045454545454545456,0.028571428571428574,0.1651552114044705,1.0,0.28349049085982886,1,47,21
organisation,0.2222222222222222,0.375,0.27906976744186046,0.29321663019693656,1.0,0.45346869712351945,6,21,10
country,0.6333333333333333,0.5588235294117647,0.59375,0.6333333333333333,0.5757575757575758,0.6031746031746033,19,11,15
phone_number,0.2692307692307692,0.4375,0.33333333333333337,0.7235103656758789,1.0,0.8395776202856227,7,19,9
date,0.17391304347826086,0.2222222222222222,0.1951219512195122,0.9333015721772272,0.823455233291299,0.8749441715051361,4,19,14
relationship,0.0,0.0,0.0,0.4,0.18181818181818182,0.25000000000000006,0,5,12
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,6,16
id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
plate,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
salutation,0.6666666666666666,0.08,0.14285714285714285,0.6666666666666666,0.1111111111111111,0.1904761904761905,2,1,23
