label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.05,0.13636363636363635,0.07317073170731708,0.2807570216951775,1.0,0.4384235525385988,3,57,19
email,0.3157894736842105,0.3,0.3076923076923077,1.0,1.0,1.0,6,13,14
organisation,0.3235294117647059,0.6875,0.44000000000000006,0.3802083333333333,1.0,0.5509433962264151,11,23,5
date,0.16,0.4444444444444444,0.23529411764705882,0.8842417143250878,1.0,0.9385650552183135,8,42,10
country,0.7142857142857143,0.14705882352941177,0.24390243902439024,0.8461538461538461,0.16417910447761194,0.275,5,2,29
phone_number,0.3103448275862069,0.5625,0.4,1.0,1.0,1.0,9,20,7
relationship,0.0,0.0,0.0,0.22330097087378636,0.1256830601092896,0.1608391608391608,0,7,12
salutation,0.8275862068965517,0.96,0.888888888888889,0.8928571428571429,1.0,0.9433962264150945,24,5,1
id,0.3333333333333333,0.5,0.4,0.5437262357414449,1.0,0.7044334975369457,9,18,9
plate,0.6,0.375,0.4615384615384615,0.686046511627907,0.6210526315789474,0.6519337016574586,6,4,10
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
