label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.013888888888888888,0.08333333333333333,0.02380952380952381,0.23710381429492583,1.0,0.38332080388913947,1,71,11
organisation,0.05263157894736842,0.125,0.07407407407407407,0.42765309713605054,0.8705456221475198,0.5735509147860988,1,18,7
plate,0.28125,0.391304347826087,0.3272727272727273,0.48663101604278075,0.883495145631068,0.6275862068965518,9,23,14
id,0.2222222222222222,0.1111111111111111,0.14814814814814814,0.2222222222222222,0.11764705882352941,0.15384615384615383,2,7,16
email,0.6842105263157895,0.37142857142857144,0.4814814814814815,0.7894736842105263,0.5172413793103449,0.625,13,6,22
phone_number,0.36,0.21428571428571427,0.26865671641791045,1.0,0.6812527440362944,0.8104108635097492,9,16,33
date,0.46153846153846156,0.5454545454545454,0.4999999999999999,1.0,1.0,1.0,24,28,20
relationship,0.8333333333333334,0.4166666666666667,0.5555555555555556,1.0,0.5883905013192612,0.7408637873754153,10,2,14
salutation,0.96875,1.0,0.9841269841269841,0.96875,1.0,0.9841269841269841,31,1,0
country,0.2826086956521739,0.23214285714285715,0.2549019607843137,1.0,0.7254575707154742,0.840887174541948,13,33,43
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
