label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.5813953488372093,0.7142857142857143,0.6410256410256411,0.7429209707291925,1.0,0.8525010407309218,25,18,10
name,0.030303030303030304,0.08333333333333333,0.04444444444444444,0.4092866573709603,1.0,0.5808423080290692,1,32,11
plate,0.3333333333333333,0.30434782608695654,0.31818181818181823,0.47619047619047616,0.5882352941176471,0.5263157894736842,7,14,16
organisation,0.034482758620689655,0.125,0.05405405405405405,0.25416282450738076,0.8662158873811139,0.3930097461399507,1,28,7
salutation,0.8378378378378378,1.0,0.911764705882353,0.8378378378378378,1.0,0.911764705882353,31,6,0
id,0.42857142857142855,0.5,0.4615384615384615,0.42857142857142855,0.5625,0.4864864864864864,9,12,9
phone_number,0.2,0.023809523809523808,0.0425531914893617,1.0,0.11792452830188678,0.21097046413502107,1,4,41
date,0.8,0.36363636363636365,0.5000000000000001,1.0,0.46511627906976744,0.6349206349206349,16,4,28
relationship,0.6666666666666666,0.25,0.36363636363636365,1.0,0.4808460286939802,0.649420695165801,6,3,18
country,0.5862068965517241,0.30357142857142855,0.39999999999999997,1.0,0.5522388059701492,0.7115384615384615,17,12,39
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,6,22
