label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.02,0.08333333333333333,0.03225806451612903,0.3940516143964819,1.0,0.5653328905860867,1,49,11
id,0.6428571428571429,0.5,0.5625000000000001,0.6428571428571429,0.5625,0.6000000000000001,9,5,9
organisation,0.03571428571428571,0.125,0.05555555555555556,0.2645475288056962,0.8662158873811139,0.40531072926230727,1,27,7
email,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.8852634456899581,1.0,0.9391403071160428,22,13,13
plate,0.6428571428571429,0.391304347826087,0.4864864864864865,0.8571428571428571,0.75,0.7999999999999999,9,5,14
salutation,0.96875,1.0,0.9841269841269841,0.96875,1.0,0.9841269841269841,31,1,0
phone_number,0.23076923076923078,0.14285714285714285,0.17647058823529413,1.0,0.6864446866709172,0.8140731707317074,6,20,36
date,0.6046511627906976,0.5909090909090909,0.5977011494252873,1.0,1.0,1.0,26,17,18
relationship,0.125,0.041666666666666664,0.0625,1.0,0.2171785811361783,0.35685573916927193,1,7,23
country,0.2777777777777778,0.08928571428571429,0.13513513513513514,1.0,0.276595744680851,0.43333333333333324,5,13,51
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
