label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.0,0.0,0.0,0.06866952789699572,0.24615384615384617,0.1073825503355705,0,34,12
organisation,0.04,0.125,0.06060606060606061,0.07123251862501634,0.29667936853565596,0.11488195615514335,1,24,7
relationship,0.375,0.125,0.1875,0.5537190082644629,0.2528301886792453,0.34715025906735747,3,5,21
country,0.5161290322580645,0.5714285714285714,0.5423728813559322,0.879136690647482,1.0,0.9356814701378254,32,30,24
email,0.5909090909090909,0.37142857142857144,0.456140350877193,0.9071682413105661,0.9071682413105661,0.9071682413105661,13,9,22
salutation,0.0,0.0,0.0,0.0,0.0,0.0,0,3,31
phone_number,0.2692307692307692,0.16666666666666666,0.20588235294117643,0.7913555566260417,0.4995286819819682,0.6124558443858291,7,19,35
date,0.525,0.4772727272727273,0.5,1.0,1.0,1.0,21,19,23
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
plate,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23
