label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.7916666666666666,0.7037037037037037,0.7450980392156864,0.8747390396659708,0.7773654916512059,0.8231827111984283,19,5,8
salutation,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.9518072289156626,0.7669902912621359,0.8494623655913979,14,7,12
name,0.3939393939393939,0.37142857142857144,0.3823529411764706,0.8706228724587309,0.7936160488778776,0.8303378502270433,13,20,22
organisation,0.6666666666666666,0.5641025641025641,0.611111111111111,1.0,0.8461538461538461,0.9166666666666666,22,11,17
phone_number,0.85,0.5151515151515151,0.6415094339622641,1.0,0.6013628620102214,0.751063829787234,17,3,16
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
country,0.6666666666666666,0.07692307692307693,0.13793103448275862,1.0,0.11538461538461539,0.20689655172413793,2,1,24
plate,0.375,0.6666666666666666,0.4800000000000001,0.4375,0.7777777777777778,0.56,6,10,3
id,0.5,0.42857142857142855,0.4615384615384615,0.5,0.42857142857142855,0.4615384615384615,6,6,8
relationship,1.0,0.4444444444444444,0.6153846153846153,1.0,0.4444444444444444,0.6153846153846153,8,0,10
date,0.8571428571428571,0.9,0.8780487804878048,0.9523809523809523,1.0,0.975609756097561,18,3,2
