text_id,precision,recall,f1,partial_precision,partial_recall,partial_f1
0,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333
1,0.2,0.25,0.22222222222222224,0.7656299840510367,0.7859848484848485,0.775673903588948
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.15873015873015875,0.2,0.17699115044247787
6,0.0,0.0,0.0,0.15873015873015875,0.25,0.19417475728155342
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4
9,0.0,0.0,0.0,0.47368421052631576,0.3157894736842105,0.3789473684210526
10,0.0,0.0,0.0,0.17777777777777776,0.2962962962962963,0.2222222222222222
11,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
12,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575
15,0.2,0.3333333333333333,0.25,0.37777777777777777,0.6296296296296297,0.47222222222222215
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.11428571428571428,0.14285714285714285,0.12698412698412698
19,0.25,0.3333333333333333,0.28571428571428575,0.381578947368421,0.5087719298245613,0.4360902255639097
20,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.5,0.6666666666666666,0.5714285714285715
21,0.0,0.0,0.0,0.45999999999999996,0.5,0.47916666666666663
22,0.0,0.0,0.0,0.3764705882352941,0.47058823529411764,0.41830065359477125
23,0.0,0.0,0.0,0.30158730158730157,0.30158730158730157,0.30158730158730157
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4
26,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715
27,0.5,0.5,0.5,0.5,0.5,0.5
28,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.6,1.0,0.7499999999999999,0.6,1.0,0.7499999999999999
31,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5
32,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8
33,1.0,0.75,0.8571428571428571,1.0,0.75,0.8571428571428571
34,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5
35,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
36,0.5,0.3333333333333333,0.4,0.5,0.3333333333333333,0.4
37,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.5,0.5,0.5,0.5,0.5,0.5
40,0.3333333333333333,0.4,0.3636363636363636,0.5,0.6,0.5454545454545454
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.2,0.25,0.22222222222222224,0.58,0.725,0.6444444444444445
44,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
45,0.0,0.0,0.0,0.3333333333333333,0.2,0.25
46,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4
47,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
