label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.375,0.36,0.3673469387755102,0.865569945379739,0.7340065567011234,0.7943777798256804,9,15,16
phone_number,0.08695652173913043,0.2857142857142857,0.13333333333333333,0.20057422278049436,0.6930708417299644,0.31111265743511235,2,21,5
organisation,0.04,0.5,0.07407407407407407,0.04,0.5,0.07407407407407407,1,24,1
plate,0.38095238095238093,0.47058823529411764,0.42105263157894735,0.467741935483871,0.5471698113207547,0.5043478260869565,8,13,9
name,0.02040816326530612,0.1111111111111111,0.034482758620689655,0.046632124352331605,0.2727272727272727,0.07964601769911504,1,48,8
id,0.23529411764705882,0.26666666666666666,0.25,0.5367647058823529,0.5367647058823529,0.5367647058823529,4,13,11
country,0.8333333333333334,0.23809523809523808,0.37037037037037035,1.0,0.2857142857142857,0.4444444444444445,5,1,16
salutation,0.75,0.47368421052631576,0.5806451612903226,0.75,0.47368421052631576,0.5806451612903226,9,3,10
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
date,0.09090909090909091,0.5,0.15384615384615385,0.09090909090909091,0.5,0.15384615384615385,1,10,1
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
