label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.7142857142857143,0.7407407407407407,0.7272727272727273,0.8520105150423523,0.8520105150423523,0.8520105150423523,20,8,7
salutation,0.8333333333333334,0.7692307692307693,0.8,0.9574468085106383,0.8823529411764706,0.9183673469387754,20,4,6
name,0.3870967741935484,0.34285714285714286,0.3636363636363636,0.8974330366037345,0.7446749416409314,0.8139487817042407,12,19,23
organisation,0.6571428571428571,0.5897435897435898,0.6216216216216216,0.9713804713804713,0.8716012084592145,0.9187898089171974,23,12,16
phone_number,0.75,0.45454545454545453,0.5660377358490566,1.0,0.5947550717466601,0.7458889233633261,15,5,18
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
country,1.0,0.11538461538461539,0.20689655172413793,1.0,0.11538461538461539,0.20689655172413793,3,0,23
plate,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5384615384615384,0.7777777777777778,0.6363636363636364,7,6,2
id,0.5625,0.6428571428571429,0.6000000000000001,0.6875,0.7857142857142857,0.7333333333333334,9,7,5
relationship,1.0,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,0.7142857142857143,10,0,8
date,0.95,0.95,0.9500000000000001,1.0,1.0,1.0,19,1,1
