label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.3793103448275862,0.4074074074074074,0.39285714285714285,0.9250644183070693,0.8605766094840519,0.8916560364272257,11,18,16
phone_number,0.47058823529411764,0.24242424242424243,0.32,1.0,0.503160696462238,0.6694702670798289,8,9,25
organisation,0.2,0.25,0.22222222222222224,0.47681575707837504,0.6030098598858329,0.532538955087076,2,8,6
plate,0.6428571428571429,0.6,0.6206896551724138,0.6428571428571429,0.6,0.6206896551724138,9,5,6
country,1.0,0.05,0.09523809523809523,1.0,0.05,0.09523809523809523,1,0,19
id,0.0,0.0,0.0,0.23821039903264812,0.23821039903264812,0.23821039903264812,0,10,10
name,0.01694915254237288,0.08333333333333333,0.028169014084507043,0.19970421379093564,0.8459129038831513,0.3231247242420286,1,58,11
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15
date,0.7142857142857143,0.7894736842105263,0.7500000000000001,0.8509933774834437,0.8509933774834437,0.8509933774834437,15,6,4
salutation,0.7857142857142857,0.4074074074074074,0.5365853658536585,1.0,0.5094339622641509,0.6749999999999999,11,3,16
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11
