label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.84375,0.84375,0.84375,0.90625,1.0,0.9508196721311475,27,5,5
name,0.22033898305084745,0.38235294117647056,0.27956989247311825,0.49194274919935044,1.0,0.6594659875030071,13,46,21
date,0.6862745098039216,0.7777777777777778,0.7291666666666667,0.881439661256175,1.0,0.9369842460615154,35,16,10
relationship,0.975609756097561,0.8888888888888888,0.9302325581395349,0.975609756097561,0.9302325581395349,0.9523809523809524,40,1,5
salutation,0.25,0.045454545454545456,0.07692307692307693,0.25,0.05263157894736842,0.08695652173913043,1,3,21
organisation,0.5675675675675675,0.6,0.5833333333333333,0.9149601248742932,1.0,0.9555918298135376,21,16,14
phone_number,0.3076923076923077,0.12903225806451613,0.18181818181818182,1.0,0.8639969777106158,0.9270368869071747,4,9,27
plate,0.17391304347826086,0.18181818181818182,0.17777777777777776,0.3005464480874317,0.46218487394957986,0.3642384105960265,4,19,18
id,0.5263157894736842,0.5555555555555556,0.5405405405405405,0.5263157894736842,1.0,0.6896551724137931,10,9,8
country,0.36666666666666664,0.2682926829268293,0.30985915492957744,0.9512195121951219,0.6,0.7358490566037735,11,19,30
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,4,16
