label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.2413793103448276,0.28,0.25925925925925924,0.7649000519253322,0.7649000519253322,0.7649000519253322,7,22,18
phone_number,0.10526315789473684,0.2857142857142857,0.15384615384615385,0.23564771411239177,0.6833519910442988,0.3504469777741327,2,17,5
organisation,0.03571428571428571,0.5,0.06666666666666667,0.10287081339712918,1.0,0.18655097613882862,1,27,1
plate,0.35,0.4117647058823529,0.37837837837837834,0.5068493150684932,0.6065573770491803,0.5522388059701493,7,13,10
name,0.038461538461538464,0.2222222222222222,0.0655737704918033,0.08173233474438293,0.5112016293279023,0.14093206064008984,2,50,7
id,0.23529411764705882,0.26666666666666666,0.25,0.3486842105263158,0.3955223880597015,0.3706293706293706,4,13,11
country,0.8571428571428571,0.2857142857142857,0.42857142857142855,1.0,0.3333333333333333,0.5,6,1,15
salutation,0.9166666666666666,0.5789473684210527,0.7096774193548387,0.9166666666666666,0.5789473684210527,0.7096774193548387,11,1,8
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
date,0.0625,0.5,0.1111111111111111,0.11949685534591194,1.0,0.21348314606741572,1,15,1
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
