label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.6785714285714286,0.7037037037037037,0.6909090909090909,0.8863738840292181,0.8239584206555453,0.8540272829959161,19,9,8
salutation,0.84,0.8076923076923077,0.8235294117647058,0.9183673469387755,0.8823529411764706,0.9,21,4,5
name,0.40540540540540543,0.42857142857142855,0.4166666666666667,0.7801141714878812,0.8021621835286676,0.7909845650140317,15,22,20
organisation,0.5945945945945946,0.5641025641025641,0.5789473684210528,0.8910879762040956,0.8237969328397673,0.8561222246647615,22,15,17
phone_number,0.5625,0.2727272727272727,0.36734693877551017,1.0,0.4671702038647234,0.6368316404383545,9,7,24
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
country,0.8,0.15384615384615385,0.25806451612903225,1.0,0.19230769230769232,0.32258064516129037,4,1,22
id,0.4117647058823529,0.5,0.45161290322580644,0.4674556213017752,0.5683453237410072,0.512987012987013,7,10,7
plate,0.2631578947368421,0.5555555555555556,0.35714285714285715,0.3157894736842105,0.6666666666666666,0.42857142857142855,5,14,4
relationship,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,9,0,9
date,0.95,0.95,0.9500000000000001,1.0,1.0,1.0,19,1,1
