label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.3333333333333333,0.37037037037037035,0.3508771929824561,0.8527045088786449,0.8224198258398885,0.8372884079708592,10,20,17
phone_number,0.5333333333333333,0.24242424242424243,0.3333333333333333,1.0,0.4277723996988276,0.5992165134850083,8,7,25
organisation,0.13333333333333333,0.25,0.1739130434782609,0.3694621883371111,0.7250303275374039,0.48948948948948956,2,13,6
plate,0.5,0.5333333333333333,0.5161290322580646,0.5,0.5333333333333333,0.5161290322580646,8,8,7
country,1.0,0.05,0.09523809523809523,1.0,0.05,0.09523809523809523,1,0,19
name,0.08108108108108109,0.25,0.12244897959183675,0.26354887385133424,0.7488821904777517,0.38988740053827237,3,34,9
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15
date,0.7272727272727273,0.8421052631578947,0.7804878048780488,0.8107255520504731,0.8954703832752613,0.8509933774834437,16,6,3
salutation,0.7894736842105263,0.5555555555555556,0.6521739130434783,1.0,0.6981132075471698,0.8222222222222222,15,4,12
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11
id,0.0,0.0,0.0,0.23076923076923075,0.2553191489361702,0.2424242424242424,0,11,10
