label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.3333333333333333,0.5,0.4,0.8131420211171191,1.0,0.8969424475818207,10,20,10
name,0.03333333333333333,0.045454545454545456,0.03846153846153846,0.38298535369273917,0.8481711525189786,0.52769428939459,1,29,21
id,0.23809523809523808,0.2777777777777778,0.25641025641025644,0.4227685729556387,1.0,0.594290007513148,5,16,13
plate,0.26666666666666666,0.25,0.2580645161290323,0.3129770992366412,0.47674418604651164,0.37788018433179726,4,11,12
organisation,0.3125,0.625,0.4166666666666667,0.40047728477991873,1.0,0.5719154307352478,10,22,6
date,0.25,0.5555555555555556,0.3448275862068966,0.8919073491564198,1.0,0.9428657799274486,10,30,8
country,0.8095238095238095,0.5,0.6181818181818182,0.9508196721311476,0.6590909090909092,0.7785234899328859,17,4,17
phone_number,0.3448275862068966,0.625,0.4444444444444445,1.0,1.0,1.0,10,19,6
relationship,0.0,0.0,0.0,0.38461538461538464,0.15151515151515152,0.21739130434782608,0,5,12
salutation,0.88,0.88,0.88,0.88,1.0,0.9361702127659575,22,3,3
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
