label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.030303030303030304,0.045454545454545456,0.03636363636363636,0.2432667376088488,1.0,0.39133474780596006,1,32,21
country,0.48,0.35294117647058826,0.4067796610169491,0.64,0.5161290322580645,0.5714285714285714,12,13,22
phone_number,0.25,0.4375,0.3181818181818182,0.6667250471234331,1.0,0.8000420324565474,7,21,9
organisation,0.24324324324324326,0.5625,0.339622641509434,0.3419354838709678,1.0,0.5096153846153847,9,28,7
email,0.5,0.25,0.3333333333333333,0.8711345054571837,0.7716902586432478,0.8184025789231593,5,5,15
salutation,0.2222222222222222,0.08,0.11764705882352941,0.2222222222222222,0.1111111111111111,0.14814814814814814,2,7,23
date,0.2916666666666667,0.3888888888888889,0.3333333333333333,0.94180407371484,0.843614248479583,0.8900091659028414,7,17,11
relationship,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.13333333333333333,0,3,12
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,7,16
id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
plate,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
