label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.38461538461538464,0.5,0.4347826086956522,0.825067011719789,1.0,0.9041498272902491,10,16,10
name,0.03571428571428571,0.045454545454545456,0.04,0.3953967708691172,0.8395331874544129,0.537599252685661,1,27,21
id,0.22727272727272727,0.2777777777777778,0.25,0.36073059360730597,0.7247706422018348,0.4817073170731707,5,17,13
plate,0.25,0.25,0.25,0.29285714285714287,0.47674418604651164,0.3628318584070797,4,12,12
organisation,0.2857142857142857,0.625,0.392156862745098,0.31197301854974707,0.7838983050847458,0.4463208685162847,10,25,6
date,0.22727272727272727,0.5555555555555556,0.3225806451612903,0.8970139494333043,1.0,0.9457114953754236,10,34,8
country,0.6666666666666666,0.17647058823529413,0.27906976744186046,0.7647058823529411,0.2,0.3170731707317074,6,3,28
phone_number,0.24,0.375,0.2926829268292683,1.0,1.0,1.0,6,19,10
relationship,0.0,0.0,0.0,0.5555555555555556,0.15151515151515152,0.2380952380952381,0,4,12
salutation,0.8846153846153846,0.92,0.9019607843137256,0.8846153846153846,1.0,0.9387755102040816,23,3,2
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
