label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.0,0.0,0.0,0.18643604293429958,1.0,0.3142791287311283,0,65,12
organisation,0.12903225806451613,0.5,0.20512820512820512,0.26415708396615317,0.8828861493836113,0.40664662658650635,4,27,4
email,0.6428571428571429,0.5142857142857142,0.5714285714285714,0.8920412783347543,1.0,0.9429406097523075,18,10,17
plate,0.6,0.391304347826087,0.47368421052631576,0.9333333333333333,0.7777777777777778,0.8484848484848485,9,6,14
id,0.8181818181818182,0.5,0.6206896551724137,0.8181818181818182,0.5625,0.6666666666666666,9,2,9
phone_number,0.24,0.14285714285714285,0.1791044776119403,1.0,0.6817650496785506,0.8107732406602954,6,19,36
date,0.5,0.5681818181818182,0.5319148936170213,1.0,1.0,1.0,25,25,19
relationship,0.16666666666666666,0.041666666666666664,0.06666666666666667,1.0,0.1717122790021797,0.2930963207937164,1,5,23
salutation,0.96875,1.0,0.9841269841269841,0.96875,1.0,0.9841269841269841,31,1,0
country,0.3023255813953488,0.23214285714285715,0.26262626262626265,1.0,0.7198641765704583,0.837117472852912,13,30,43
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
