label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.8,0.7407407407407407,0.7692307692307692,0.9150657229524772,0.7821953327571305,0.8434296365330848,20,5,7
salutation,0.88,0.8461538461538461,0.8627450980392156,0.96,0.9230769230769231,0.9411764705882353,22,3,4
name,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.7934596708743518,0.7707190194541438,0.7819240388503934,13,22,22
organisation,0.6857142857142857,0.6153846153846154,0.6486486486486486,0.9427609427609428,0.8459214501510574,0.89171974522293,24,11,15
phone_number,0.631578947368421,0.36363636363636365,0.46153846153846156,1.0,0.5611989914180074,0.7189333256080073,12,7,21
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
country,0.8,0.15384615384615385,0.25806451612903225,1.0,0.19230769230769232,0.32258064516129037,4,1,22
id,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.4244604316546763,0.4244604316546763,0.42446043165467623,5,9,9
relationship,0.9166666666666666,0.6111111111111112,0.7333333333333334,0.9166666666666666,0.6111111111111112,0.7333333333333334,11,1,7
date,0.9473684210526315,0.9,0.9230769230769231,1.0,0.95,0.9743589743589743,18,1,2
plate,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3888888888888889,0.7777777777777778,0.5185185185185185,6,12,3
