label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.8387096774193549,0.8125,0.8253968253968254,0.9032258064516129,1.0,0.9491525423728813,26,5,6
name,0.42105263157894735,0.23529411764705882,0.3018867924528302,0.8421052631578947,0.6666666666666666,0.744186046511628,8,11,26
date,0.7446808510638298,0.7777777777777778,0.7608695652173912,0.978544061302682,1.0,0.989155693261038,35,12,10
relationship,1.0,0.8666666666666667,0.9285714285714286,1.0,0.9285714285714286,0.962962962962963,39,0,6
salutation,0.0,0.0,0.0,0.0,0.0,0.0,0,4,22
organisation,0.5384615384615384,0.6,0.5675675675675675,0.865871079238681,1.0,0.9281145829131738,21,18,14
phone_number,0.26666666666666666,0.12903225806451613,0.17391304347826086,1.0,0.8778889591267209,0.9349743017126717,4,11,27
id,0.3333333333333333,0.2777777777777778,0.303030303030303,0.3333333333333333,1.0,0.5,5,10,13
plate,0.15,0.13636363636363635,0.14285714285714282,0.24389198456922417,0.29104859335038363,0.2653917910447761,3,17,19
country,0.6333333333333333,0.4634146341463415,0.5352112676056339,1.0,0.7511520737327189,0.8578947368421053,19,11,22
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
