label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.7083333333333334,0.6296296296296297,0.6666666666666667,0.9574468085106383,0.8490566037735849,0.9,17,7,10
organisation,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9470399092112729,0.9470399092112729,0.9470399092112729,26,13,13
country,0.5263157894736842,0.38461538461538464,0.4444444444444444,0.5789473684210527,0.4230769230769231,0.4888888888888889,10,9,16
salutation,0.9090909090909091,0.7692307692307693,0.8333333333333333,0.9545454545454546,0.8076923076923077,0.875,20,2,6
name,0.2,0.17142857142857143,0.18461538461538463,0.9141732097804814,0.7526741860961736,0.8255999659291753,6,24,29
phone_number,0.34285714285714286,0.36363636363636365,0.3529411764705882,0.9376274817095739,1.0,0.9678098505108965,12,23,21
airport_code,0.2,0.05555555555555555,0.08695652173913045,0.2,0.05555555555555555,0.08695652173913045,1,4,17
id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14
relationship,0.9166666666666666,0.6111111111111112,0.7333333333333334,0.9166666666666666,0.6111111111111112,0.7333333333333334,11,1,7
date,0.95,0.95,0.9500000000000001,1.0,1.0,1.0,19,1,1
plate,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9
