label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.017857142857142856,0.045454545454545456,0.025641025641025637,0.2717549150230951,1.0,0.4273699465406195,1,55,21
email,0.375,0.3,0.33333333333333326,1.0,1.0,1.0,6,10,14
date,0.1509433962264151,0.4444444444444444,0.22535211267605632,0.8867390278433224,1.0,0.9399699849924963,8,45,10
organisation,0.3235294117647059,0.6875,0.44000000000000006,0.3802083333333333,1.0,0.5509433962264151,11,23,5
phone_number,0.24,0.375,0.2926829268292683,1.0,1.0,1.0,6,19,10
relationship,0.2,0.08333333333333333,0.11764705882352941,0.5714285714285715,0.25,0.34782608695652173,1,4,11
country,0.75,0.08823529411764706,0.15789473684210525,1.0,0.1111111111111111,0.19999999999999998,3,1,31
id,0.30303030303030304,0.5555555555555556,0.3921568627450981,0.602446483180428,1.0,0.7519083969465647,10,23,8
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
plate,0.75,0.375,0.5,0.8676470588235294,0.5673076923076923,0.686046511627907,6,2,10
salutation,0.8571428571428571,0.96,0.9056603773584904,0.9259259259259259,1.0,0.9615384615384615,24,4,1
