label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
name,0.03225806451612903,0.16666666666666666,0.05405405405405405,0.2936256323777403,1.0,0.453957659818542,2,60,10
organisation,0.047619047619047616,0.125,0.06896551724137931,0.39015023107521857,0.8755790102175441,0.5397795073645966,1,20,7
plate,0.26666666666666666,0.34782608695652173,0.30188679245283023,0.4857142857142857,0.8762886597938145,0.625,8,22,15
id,0.5,0.3888888888888889,0.43750000000000006,0.5,1.0,0.6666666666666666,7,7,11
email,0.625,0.2857142857142857,0.392156862745098,0.75,0.375,0.5,10,6,25
phone_number,0.25,0.023809523809523808,0.04347826086956521,1.0,0.09443099273607748,0.17256637168141592,1,3,41
date,0.65,0.29545454545454547,0.40625,1.0,0.46511627906976744,0.6349206349206349,13,7,31
relationship,0.8333333333333334,0.4166666666666667,0.5555555555555556,1.0,0.5883905013192612,0.7408637873754153,10,2,14
salutation,0.9393939393939394,1.0,0.96875,0.9393939393939394,1.0,0.96875,31,2,0
country,0.6296296296296297,0.30357142857142855,0.4096385542168675,1.0,0.5315985130111525,0.6941747572815534,17,10,39
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,6,22
