label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.75,0.6666666666666666,0.7058823529411765,1.0,0.8888888888888888,0.9411764705882353,18,6,9
organisation,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.948339483394834,0.948339483394834,0.948339483394834,27,12,12
country,0.75,0.46153846153846156,0.5714285714285714,0.75,0.46153846153846156,0.5714285714285714,12,4,14
salutation,0.8571428571428571,0.6923076923076923,0.7659574468085107,0.9523809523809523,0.7692307692307693,0.8510638297872339,18,3,8
name,0.14705882352941177,0.14285714285714285,0.14492753623188406,0.8525677597733284,0.8222608210488644,0.8371400800992574,5,29,30
phone_number,0.28125,0.2727272727272727,0.2769230769230769,0.9654868876319299,0.933276607216573,0.9491085427393998,9,23,24
airport_code,0.3333333333333333,0.05555555555555555,0.09523809523809525,0.3333333333333333,0.05555555555555555,0.09523809523809525,1,2,17
id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14
relationship,0.9090909090909091,0.5555555555555556,0.6896551724137931,0.9090909090909091,0.5555555555555556,0.6896551724137931,10,1,8
date,0.9047619047619048,0.95,0.9268292682926829,0.9523809523809523,1.0,0.975609756097561,19,2,1
plate,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9
