label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.3181818181818182,0.28,0.29787234042553196,0.7406763137269895,0.6134173872570284,0.6710668971274382,7,15,18
plate,0.375,0.35294117647058826,0.3636363636363636,0.45142857142857146,0.42245989304812837,0.4364640883977901,6,10,11
phone_number,0.047619047619047616,0.14285714285714285,0.07142857142857142,0.20461963344212905,0.6729975227085053,0.313823642664613,1,20,6
name,0.0625,0.3333333333333333,0.10526315789473684,0.10985517484987636,0.6334012219959267,0.18723660445514748,3,45,6
organisation,0.037037037037037035,0.5,0.06896551724137931,0.10669975186104218,1.0,0.1928251121076233,1,26,1
id,0.21052631578947367,0.26666666666666666,0.23529411764705882,0.36170212765957444,0.45945945945945943,0.4047619047619047,4,15,11
country,1.0,0.19047619047619047,0.32,1.0,0.19047619047619047,0.32,4,0,17
salutation,0.7692307692307693,0.5263157894736842,0.625,0.7692307692307693,0.5263157894736842,0.625,10,3,9
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
date,0.0625,0.5,0.1111111111111111,0.11949685534591194,1.0,0.21348314606741572,1,15,1
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
