label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.627906976744186,0.7714285714285715,0.6923076923076923,0.7894803895963257,1.0,0.8823571291266491,27,16,8
name,0.037037037037037035,0.08333333333333333,0.05128205128205128,0.46198959831802583,1.0,0.6320012110202845,1,26,11
organisation,0.03225806451612903,0.125,0.05128205128205128,0.2509958839557091,0.8755790102175441,0.3901502310752186,1,30,7
plate,0.3,0.2608695652173913,0.27906976744186046,0.5032851511169513,0.6458684654300169,0.5657311669128507,6,14,17
id,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5625,0.4186046511627907,9,18,9
relationship,0.6,0.25,0.35294117647058826,0.8928865696237297,0.4808460286939802,0.6250721015189387,6,4,18
salutation,0.8157894736842105,1.0,0.898550724637681,0.8157894736842105,1.0,0.898550724637681,31,7,0
phone_number,0.2,0.023809523809523808,0.0425531914893617,1.0,0.11792452830188678,0.21097046413502107,1,4,41
date,0.5681818181818182,0.5681818181818182,0.5681818181818182,1.0,1.0,1.0,25,19,19
country,0.5483870967741935,0.30357142857142855,0.3908045977011494,1.0,0.5604395604395604,0.7183098591549296,17,14,39
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,6,22
