label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.6428571428571429,0.6666666666666666,0.6545454545454545,0.7780157725635284,0.7780157725635284,0.7780157725635283,18,10,9
salutation,0.7619047619047619,0.6153846153846154,0.6808510638297872,1.0,0.8076923076923077,0.8936170212765957,16,5,10
name,0.42857142857142855,0.34285714285714286,0.38095238095238093,0.8558830939783321,0.6835010060362172,0.7600402729611814,12,16,23
organisation,0.6666666666666666,0.6153846153846154,0.64,1.0,0.9229607250755287,0.959937156323645,24,12,15
phone_number,0.6666666666666666,0.42424242424242425,0.5185185185185185,0.9501196624259982,0.5943582066031046,0.7312651478429472,14,7,19
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18
country,0.6666666666666666,0.07692307692307693,0.13793103448275862,1.0,0.11538461538461539,0.20689655172413793,2,1,24
plate,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5333333333333333,0.8888888888888888,0.6666666666666667,7,8,2
id,0.7272727272727273,0.5714285714285714,0.64,0.7272727272727273,0.5714285714285714,0.64,8,3,6
relationship,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,0.8,12,0,6
date,0.8571428571428571,0.9,0.8780487804878048,0.9523809523809523,1.0,0.975609756097561,18,3,2
