label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.3548387096774194,0.55,0.43137254901960786,0.8192534935994691,1.0,0.9006479816933503,11,20,9
name,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.52769428939459,0.8481711525189786,0.6506087877183695,1,21,21
id,0.26666666666666666,0.4444444444444444,0.33333333333333337,0.3918918918918919,1.0,0.5631067961165048,8,22,10
plate,0.23529411764705882,0.25,0.24242424242424243,0.27516778523489926,0.47674418604651164,0.34893617021276596,4,13,12
date,0.23809523809523808,0.5555555555555556,0.33333333333333326,0.8944252038878338,1.0,0.9442708026183877,10,32,8
organisation,0.3548387096774194,0.6875,0.4680851063829787,0.41714285714285715,1.0,0.5887096774193548,11,20,5
country,0.7272727272727273,0.23529411764705882,0.3555555555555555,0.9032258064516129,0.3076923076923077,0.459016393442623,8,3,26
salutation,0.8846153846153846,0.92,0.9019607843137256,0.8846153846153846,1.0,0.9387755102040816,23,3,2
phone_number,0.24,0.375,0.2926829268292683,1.0,1.0,1.0,6,19,10
relationship,0.0,0.0,0.0,0.4,0.2,0.26666666666666666,0,6,12
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
