label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.4,0.37037037037037035,0.3846153846153846,0.8733147736870093,0.7471165939682625,0.8053015662407338,10,15,17
phone_number,0.5,0.18181818181818182,0.26666666666666666,1.0,0.3475366178428762,0.5158102766798419,6,6,27
organisation,0.1111111111111111,0.25,0.15384615384615383,0.3455054541212157,0.8530894426040616,0.4918209748401562,2,16,6
plate,0.5,0.5333333333333333,0.5161290322580646,0.5531914893617021,0.5909090909090909,0.5714285714285714,8,8,7
country,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20
name,0.029411764705882353,0.08333333333333333,0.04347826086956522,0.213495520176423,0.6847005944182988,0.32549797799203206,1,33,11
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15
date,0.8888888888888888,0.8421052631578947,0.8648648648648649,0.9444444444444444,0.85,0.8947368421052632,16,2,3
salutation,0.8125,0.48148148148148145,0.6046511627906976,1.0,0.5849056603773585,0.738095238095238,13,3,14
relationship,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11
id,0.0,0.0,0.0,0.3932584269662921,0.3932584269662921,0.3932584269662921,0,10,10
